species,log_svl_mm,repro_mode
Calyptotis_scutirostrum,4.077537,Oviparous
Calyptotis_temporalis,3.784190,Oviparous
Capitellum_mariagalantae,4.360548,Viviparous
Niveoscincus_coventryi,3.988984,Viviparous
Niveoscincus_greeni,4.317488,Viviparous
Niveoscincus_metallicus,4.262680,Viviparous
Niveoscincus_microlepidotus,4.248495,Viviparous
Niveoscincus_ocellatus,4.442651,Viviparous
Niveoscincus_orocryptus,4.197202,Viviparous
Niveoscincus_palfreymani,4.553877,Viviparous
Niveoscincus_pretiosus,4.248495,Viviparous
Carlia_aenigma,4.051785,Oviparous
Carlia_ailanpalai,4.204693,Oviparous
Carlia_amax,3.713572,Oviparous
Carlia_aramia,4.060443,Oviparous
Carlia_babarensis,3.941582,Oviparous
Carlia_beccarii,4.378270,Oviparous
Carlia_bicarinata,3.875359,Oviparous
Carlia_bomberai,3.987130,Oviparous
Carlia_caesius,4.166665,Oviparous
Carlia_decora,3.891820,Oviparous
Carlia_diguliensis,3.996364,Oviparous
Carlia_dogare,3.912023,Oviparous
Carlia_eothen,4.228293,Oviparous
Carlia_fusca,4.204693,Oviparous
Carlia_gracilis,3.713572,Oviparous
Carlia_inconnexa,3.958907,Oviparous
NA,3.893859,Oviparous
Carlia_jarnoldae,3.891820,Oviparous
Carlia_johnstonei,3.772761,Oviparous
Carlia_leucotaenia,3.975936,Oviparous
Carlia_longipes,4.290459,Oviparous
Carlia_luctuosa,4.352855,Oviparous
Carlia_munda,3.784190,Oviparous
Carlia_mysi,4.143135,Oviparous
Carlia_pectoralis,4.158883,Oviparous
Carlia_peronii,3.761200,Oviparous
Carlia_pulla,4.168214,Oviparous
Carlia_rhomboidalis,4.110874,Oviparous
Carlia_rostralis,4.248495,Oviparous
Carlia_rubigo,3.788725,Oviparous
Carlia_rubrigularis,4.110874,Oviparous
Carlia_rufilatus,3.737670,Oviparous
Carlia_schmeltzii,4.234107,Oviparous
Carlia_sexdentata,4.151040,Oviparous
Carlia_storri,3.828641,Oviparous
Carlia_tetradactyla,4.158883,Oviparous
Carlia_triacantha,3.970292,Oviparous
Carlia_tutela,3.983413,Oviparous
Carlia_vivax,3.912023,Oviparous
Celatiscincus_euryotis,3.737670,Oviparous
Celatiscincus_similis,3.817712,Oviparous
Chalcides_armitagei,4.787492,Viviparous
Chalcides_bedriagai,4.582925,Viviparous
Chalcides_bottegi,4.795791,Viviparous
Chalcides_boulengeri,4.525044,Viviparous
Chalcides_chalcides,5.347108,Viviparous
Chalcides_coeruleopunctatus,4.514151,Viviparous
Chalcides_colosii,4.736198,Viviparous
Chalcides_delislei,4.543295,Viviparous
Chalcides_ebneri,4.508659,Viviparous
Chalcides_guentheri,5.247024,Viviparous
Chalcides_lanzai,4.787492,Viviparous
Chalcides_levitoni,4.595120,Viviparous
Chalcides_manueli,4.329417,Viviparous
Chalcides_mauritanicus,4.418841,Viviparous
Chalcides_mertensi,5.394990,Viviparous
Chalcides_minutus,4.743191,Viviparous
Chalcides_mionecton,4.676560,Viviparous
Chalcides_montanus,4.595120,Viviparous
Chalcides_ocellatus,5.073923,Viviparous
Chalcides_parallelus,4.516339,Viviparous
Chalcides_polylepis,5.075174,Viviparous
Chalcides_pseudostriatus,5.308268,Viviparous
Chalcides_pulchellus,4.867534,Viviparous
Chalcides_ragazzii,4.847332,Viviparous
Chalcides_sepsoides,4.753590,Viviparous
Chalcides_sexlineatus,4.595120,Viviparous
NA,4.824306,Viviparous
Chalcides_sphenopsiformis,4.718499,Viviparous
Chalcides_striatus,5.347108,Viviparous
Chalcides_thierryi,5.075174,Viviparous
Chalcides_viridanus,4.859812,Viviparous
Chalcidoseps_thwaitesi,4.189655,Oviparous
Chamaesaura_aenea,4.919981,Viviparous
Chamaesaura_anguina,5.027165,Viviparous
Chamaesaura_macrolepis,5.111988,Viviparous
Chamaesaura_miopropus,5.192957,Viviparous
Chamaesaura_tenuior,5.010635,Viviparous
Chioninia_coctei,5.940171,Oviparous
Chioninia_delalandii,4.521789,Viviparous
Chioninia_fogoensis,4.369448,Viviparous
Chioninia_spinalis,4.465908,Viviparous
Chioninia_stangeri,4.394449,Viviparous
Chioninia_vaillantii,5.480639,Viviparous
Coeranoscincus_reticulatus,5.273000,Oviparous
Concinnia_amplus,4.744932,Viviparous
Concinnia_brachyosoma,4.333361,Viviparous
Concinnia_martini,4.262680,Viviparous
Concinnia_sokosoma,4.369448,Viviparous
Concinnia_tenuis,4.442651,Viviparous
Copeoglossum_arajara,4.736198,Viviparous
Copeoglossum_aurae,4.691348,Viviparous
Copeoglossum_nigropunctatum,4.795791,Viviparous
Cophoscincopus_durus,4.007333,Oviparous
Cophoscincopus_greeri,4.189655,Oviparous
Cophoscincopus_simulans,4.110874,Oviparous
Cordylosaurus_subtessellatus,4.007333,Oviparous
Cordylus_angolensis,4.635699,Viviparous
Cordylus_beraduccii,4.356709,Viviparous
Cordylus_cordylus,4.605170,Viviparous
Cordylus_imkeae,4.219508,Viviparous
Cordylus_jonesii,4.521789,Viviparous
Cordylus_macropholis,4.343805,Viviparous
Cordylus_mclachlani,4.290459,Viviparous
Cordylus_meculae,4.543295,Viviparous
Cordylus_minor,4.276666,Viviparous
NA,4.616110,Viviparous
Cordylus_niger,4.521789,Viviparous
Cordylus_nyikae,4.553877,Viviparous
Cordylus_oelofseni,4.234107,Viviparous
Cordylus_rhodesianus,4.510860,Viviparous
Cordylus_rivae,4.653960,Viviparous
Cordylus_tropidosternum,4.672829,Viviparous
Cordylus_ukingensis,4.430817,Viviparous
Cordylus_vittifer,4.553877,Viviparous
Corucia_zebrata,5.857933,Viviparous
Cricosaura_typica,3.688879,Oviparous
Cryptoblepharus_adamsi,3.618993,Oviparous
Cryptoblepharus_africanus,3.919991,Oviparous
Cryptoblepharus_ahli,3.925926,Oviparous
Cryptoblepharus_aldabrae,3.819908,Oviparous
Cryptoblepharus_ater,3.875359,Oviparous
Cryptoblepharus_australis,3.850148,Oviparous
Cryptoblepharus_balinensis,3.912023,Oviparous
Cryptoblepharus_bitaeniatus,3.806662,Oviparous
Cryptoblepharus_boutonii,3.737670,Oviparous
Cryptoblepharus_buchananii,3.897924,Oviparous
Cryptoblepharus_burdeni,3.912023,Oviparous
Cryptoblepharus_caudatus,3.912023,Oviparous
Cryptoblepharus_cognatus,3.951244,Oviparous
Cryptoblepharus_cursor,3.761200,Oviparous
Cryptoblepharus_cygnatus,3.797734,Oviparous
Cryptoblepharus_daedalos,3.708682,Oviparous
Cryptoblepharus_egeriae,3.951244,Oviparous
Cryptoblepharus_eximius,3.696351,Oviparous
Cryptoblepharus_exochus,3.711130,Oviparous
Cryptoblepharus_fuhni,3.850148,Oviparous
Cryptoblepharus_furvus,3.850148,Oviparous
Cryptoblepharus_gloriosus,3.777348,Oviparous
Cryptoblepharus_gurrmul,3.790985,Oviparous
Cryptoblepharus_juno,3.763523,Oviparous
Cryptoblepharus_keiensis,3.754199,Oviparous
Cryptoblepharus_leschenault,3.781914,Oviparous
Cryptoblepharus_litoralis,4.007333,Oviparous
Cryptoblepharus_megastictus,3.701302,Oviparous
Cryptoblepharus_mertensi,3.650658,Oviparous
Cryptoblepharus_metallicus,3.869116,Oviparous
Cryptoblepharus_nigropunctatus,4.007333,Oviparous
Cryptoblepharus_novaeguineae,3.737670,Oviparous
Cryptoblepharus_novocaledonicus,3.761200,Oviparous
Cryptoblepharus_novohebridicus,3.610918,Oviparous
Cryptoblepharus_ochrus,3.779634,Oviparous
Cryptoblepharus_pannosus,3.784190,Oviparous
Cryptoblepharus_plagiocephalus,3.850148,Oviparous
Cryptoblepharus_poecilopleurus,3.951244,Oviparous
Cryptoblepharus_pulcher,3.806662,Oviparous
Cryptoblepharus_quinquetaeniatus,3.772761,Oviparous
Cryptoblepharus_renschi,3.912023,Oviparous
Cryptoblepharus_richardsi,3.763523,Oviparous
Cryptoblepharus_ruber,3.854394,Oviparous
Cryptoblepharus_rutilus,3.637586,Oviparous
Cryptoblepharus_schlegelianus,3.696351,Oviparous
Cryptoblepharus_tytthos,3.653252,Oviparous
Cryptoblepharus_ustulatus,3.728100,Oviparous
Cryptoblepharus_virgatus,3.728100,Oviparous
Cryptoblepharus_voeltzkowi,3.772761,Oviparous
Cryptoblepharus_wulbu,3.663562,Oviparous
Cryptoblepharus_xenikos,3.637586,Oviparous
Cryptoblepharus_yulensis,3.735286,Oviparous
Cryptoblepharus_zoticus,3.655840,Oviparous
Ctenotus_agrestis,4.317488,Oviparous
Ctenotus_alacer,4.210645,Oviparous
Ctenotus_alleni,4.532599,Oviparous
Ctenotus_allotropis,4.007333,Oviparous
Ctenotus_angusticeps,4.304065,Oviparous
Ctenotus_aphrodite,4.276666,Oviparous
Ctenotus_arcanus,4.499810,Oviparous
Ctenotus_ariadnae,4.163560,Oviparous
Ctenotus_arnhemensis,4.009150,Oviparous
Ctenotus_astarte,4.406719,Oviparous
Ctenotus_astictus,3.949319,Oviparous
Ctenotus_atlas,4.317488,Oviparous
Ctenotus_australis,4.700480,Oviparous
Ctenotus_borealis,4.795791,Oviparous
Ctenotus_brachyonyx,4.418841,Oviparous
Ctenotus_brevipes,4.094345,Oviparous
Ctenotus_brooksi,4.043051,Oviparous
Ctenotus_burbidgei,4.060443,Oviparous
Ctenotus_calurus,3.912023,Oviparous
Ctenotus_capricorni,4.174387,Oviparous
Ctenotus_catenifer,4.060443,Oviparous
Ctenotus_coggeri,4.465908,Oviparous
Ctenotus_colletti,3.806662,Oviparous
Ctenotus_decaneurus,3.998201,Oviparous
Ctenotus_delli,4.143135,Oviparous
NA,4.077537,Oviparous
Ctenotus_dux,4.197202,Oviparous
Ctenotus_ehmanni,3.713572,Oviparous
Ctenotus_essingtonii,4.290459,Oviparous
NA,4.043051,Oviparous
Ctenotus_eurydice,4.338597,Oviparous
Ctenotus_eutaenius,4.499810,Oviparous
Ctenotus_fallens,4.615121,Oviparous
Ctenotus_gagudju,3.988984,Oviparous
Ctenotus_gemmula,4.094345,Oviparous
Ctenotus_grandis,4.804021,Oviparous
Ctenotus_greeri,4.174387,Oviparous
Ctenotus_halysis,4.069027,Oviparous
Ctenotus_hanloni,4.294561,Oviparous
Ctenotus_hebetior,4.094345,Oviparous
Ctenotus_helenae,4.615121,Oviparous
Ctenotus_hilli,3.912023,Oviparous
Ctenotus_iapetus,4.219508,Oviparous
Ctenotus_impar,4.189655,Oviparous
Ctenotus_ingrami,4.430817,Oviparous
Ctenotus_inornatus,4.553877,Oviparous
Ctenotus_joanae,4.454347,Oviparous
Ctenotus_kurnbudj,4.025352,Oviparous
Ctenotus_labillardieri,4.330733,Oviparous
Ctenotus_lancelini,4.465908,Oviparous
Ctenotus_lateralis,4.442651,Oviparous
Ctenotus_leae,4.127134,Oviparous
Ctenotus_leonhardii,4.369448,Oviparous
Ctenotus_maryani,4.007333,Oviparous
Ctenotus_mastigura,4.477337,Oviparous
Ctenotus_mesotes,3.725693,Oviparous
Ctenotus_militaris,4.174387,Oviparous
Ctenotus_mimetes,4.406719,Oviparous
Ctenotus_monticola,4.174387,Oviparous
Ctenotus_nasutus,3.828641,Oviparous
Ctenotus_nigrilineatus,3.891820,Oviparous
Ctenotus_nullum,4.369448,Oviparous
Ctenotus_olympicus,4.317488,Oviparous
Ctenotus_ora,4.094345,Oviparous
Ctenotus_orientalis,4.406719,Oviparous
Ctenotus_pallescens,3.806662,Oviparous
Ctenotus_pantherinus,4.836282,Oviparous
Ctenotus_piankai,4.094345,Oviparous
Ctenotus_pulchellus,4.442651,Oviparous
Ctenotus_quattuordecimlineatus,4.262680,Oviparous
Ctenotus_quinkan,4.394449,Oviparous
Ctenotus_quirinus,4.172848,Oviparous
Ctenotus_rawlinsoni,4.382027,Oviparous
Ctenotus_regius,4.418841,Oviparous
Ctenotus_rimacolus,4.553877,Oviparous
Ctenotus_robustus,4.828314,Oviparous
Ctenotus_rosarium,3.779634,Oviparous
Ctenotus_rubicundus,4.615121,Oviparous
Ctenotus_rufescens,3.806662,Oviparous
Ctenotus_rutilans,4.175925,Oviparous
Ctenotus_saxatilis,4.615121,Oviparous
Ctenotus_schevilli,4.442651,Oviparous
Ctenotus_schomburgkii,4.043051,Oviparous
Ctenotus_septenarius,4.276666,Oviparous
Ctenotus_serotinus,3.912023,Oviparous
Ctenotus_serventyi,4.043051,Oviparous
Ctenotus_severus,4.510860,Oviparous
Ctenotus_spaldingi,4.700480,Oviparous
Ctenotus_storri,3.688879,Oviparous
Ctenotus_strauchii,4.143135,Oviparous
Ctenotus_striaticeps,3.912023,Oviparous
Ctenotus_stuarti,3.988984,Oviparous
NA,4.025352,Oviparous
Ctenotus_taeniolatus,4.488636,Oviparous
Ctenotus_tanamiensis,4.553877,Oviparous
Ctenotus_tantillus,3.837299,Oviparous
Ctenotus_terrareginae,4.510860,Oviparous
Ctenotus_uber,4.406719,Oviparous
Ctenotus_vagus,3.781914,Oviparous
Ctenotus_vertebralis,4.007333,Oviparous
Ctenotus_xenopleura,3.912023,Oviparous
Ctenotus_youngsoni,4.430817,Oviparous
Ctenotus_zastictus,4.094345,Oviparous
Ctenotus_zebrilla,3.688879,Oviparous
Cyclodomorphus_branchialis,4.787492,Viviparous
Cyclodomorphus_casuarinae,5.159055,Viviparous
Cyclodomorphus_celatus,4.795791,Viviparous
Hemisphaeriodon_gerrardii,5.541264,Viviparous
Cyclodomorphus_maxima,5.446737,Viviparous
Cyclodomorphus_melanops,4.882802,Viviparous
Cyclodomorphus_michaeli,5.159055,Viviparous
Cyclodomorphus_praealtus,4.836282,Viviparous
Cyclodomorphus_venustus,4.620059,Viviparous
Dasia_griffini,4.762174,Oviparous
Dasia_grisea,4.867534,Oviparous
Dasia_haliana,4.499810,Oviparous
Dasia_nicobarensis,4.584967,Oviparous
Dasia_olivacea,5.010635,Oviparous
Dasia_semicincta,4.867534,Oviparous
Dasia_subcaeruleum,4.494239,Oviparous
Dasia_vittata,4.564348,Oviparous
Egernia_cunninghami,5.541264,Viviparous
Egernia_cygnitos,4.766438,Viviparous
Egernia_depressa,4.762174,Viviparous
Egernia_douglasi,5.135798,Viviparous
Egernia_eos,4.700480,Viviparous
Egernia_epsisolus,4.700480,Viviparous
Egernia_formosa,4.672829,Viviparous
Egernia_hosmeri,5.192957,Viviparous
Egernia_kingii,5.521461,Viviparous
Egernia_mcpheei,4.962845,Viviparous
Egernia_napoleonis,4.890349,Viviparous
Egernia_pilbarensis,4.795791,Viviparous
Egernia_richardi,4.653960,Viviparous
Egernia_rugosa,5.483551,Viviparous
Egernia_saxatilis,4.905275,Viviparous
Egernia_stokesii,5.332719,Viviparous
Egernia_striolata,4.787492,Viviparous
Emoia_adspersa,4.532599,Oviparous
Emoia_aenea,4.273884,Oviparous
Emoia_aneityumensis,4.559126,Oviparous
Emoia_arnoensis,4.615121,Oviparous
Emoia_atrocostata,4.605170,Oviparous
Emoia_aurulenta,3.901973,Oviparous
Emoia_battersbyi,4.346399,Oviparous
Emoia_baudini,4.219508,Oviparous
NA,4.060443,Oviparous
Emoia_bismarckensis,4.276666,Oviparous
Emoia_boettgeri,4.343805,Oviparous
Emoia_bogerti,4.077537,Oviparous
Emoia_brongersmai,4.245634,Oviparous
Emoia_caeruleocauda,4.189655,Oviparous
Emoia_callisticta,4.025352,Oviparous
Emoia_campbelli,4.584967,Oviparous
Emoia_coggeri,3.931826,Oviparous
Emoia_concolor,4.553877,Oviparous
Emoia_cyanogaster,4.595120,Oviparous
Emoia_cyanura,4.174387,Oviparous
Emoia_cyclops,4.044804,Oviparous
Emoia_digul,4.039536,Oviparous
Emoia_erronan,4.615121,Oviparous
Emoia_flavigularis,4.324133,Oviparous
Emoia_guttata,4.290459,Oviparous
Emoia_impar,3.912023,Oviparous
Emoia_irianensis,4.152613,Oviparous
Emoia_isolata,4.094345,Oviparous
Emoia_jakati,3.975936,Oviparous
Emoia_jamur,3.937691,Oviparous
Emoia_kitcheneri,3.663562,Oviparous
Emoia_klossi,4.505350,Oviparous
Emoia_kordoana,4.107590,Oviparous
Emoia_kuekenthali,4.380776,Oviparous
Emoia_lawesi,4.663439,Oviparous
Emoia_longicauda,4.605170,Oviparous
Emoia_loveridgei,3.828641,Oviparous
Emoia_loyaltiensis,4.421247,Oviparous
Emoia_maculata,4.248495,Oviparous
Emoia_maxima,3.850148,Oviparous
Emoia_mivarti,4.034241,Oviparous
Emoia_mokosariniveikau,4.009150,Oviparous
Emoia_montana,4.251348,Oviparous
Emoia_nativittatis,4.356709,Oviparous
Emoia_nigra,4.852030,Oviparous
Emoia_nigromarginata,4.382027,Oviparous
Emoia_obscura,4.151040,Oviparous
Emoia_oribata,4.345103,Oviparous
Emoia_oriva,4.498698,Oviparous
Emoia_pallidiceps,4.119037,Oviparous
Emoia_paniai,3.919991,Oviparous
Emoia_parkeri,3.985273,Oviparous
Emoia_physicae,4.351567,Oviparous
Emoia_physicina,3.925926,Oviparous
Emoia_ponapea,3.927896,Oviparous
Emoia_popei,4.174387,Oviparous
Emoia_pseudocyanura,4.248495,Oviparous
Emoia_pseudopallidiceps,4.163560,Oviparous
Emoia_reimschiisseli,4.356709,Oviparous
Emoia_rennellensis,3.806662,Oviparous
Emoia_ruficauda,3.988984,Oviparous
Emoia_rufilabialis,4.180522,Oviparous
Emoia_samoensis,4.770685,Oviparous
Emoia_sanfordi,4.755313,Oviparous
Emoia_schmidti,4.147885,Oviparous
Emoia_similis,3.806662,Oviparous
Emoia_slevini,4.442651,Oviparous
Emoia_sorex,4.080922,Oviparous
Emoia_submetallica,4.169761,Oviparous
Emoia_taumakoensis,4.077537,Oviparous
Emoia_tetrataenia,4.151040,Oviparous
Emoia_tongana,4.316154,Oviparous
Emoia_tropidolepis,4.295924,Oviparous
Emoia_trossula,4.686750,Oviparous
Emoia_veracunda,3.964615,Oviparous
Lioscincus_greeri,4.110874,Oviparous
Lioscincus_nigrofasciolatum,4.718499,Oviparous
Eremiascincus_douglasi,4.406719,Oviparous
Eremiascincus_emigrans,4.226834,Oviparous
Eremiascincus_fasciolatus,4.815431,Oviparous
Eremiascincus_intermedius,4.483003,Oviparous
Eremiascincus_isolepis,4.317488,Oviparous
Eremiascincus_musivus,4.080922,Oviparous
Eremiascincus_pallidus,4.343805,Oviparous
Eremiascincus_pardalis,4.317488,Oviparous
Eremiascincus_phantasmus,4.553877,Oviparous
Eremiascincus_richardsonii,4.844187,Oviparous
Eroticoscincus_graciloides,3.555348,Oviparous
Eugongylus_albofasciolatus,5.361292,Oviparous
Eugongylus_rufescens,5.129899,Oviparous
Eulamprus_heatwolei,4.615121,Viviparous
Eulamprus_kosciuskoi,4.442651,Viviparous
Eulamprus_leuraensis,4.442651,Viviparous
Eulamprus_quoyii,4.844187,Viviparous
Eulamprus_tympanum,4.606170,Viviparous
Eumeces_algeriensis,5.347108,Oviparous
NA,4.637637,Oviparous
Eumeces_schneideri,5.225747,Oviparous
NA,4.976734,Oviparous
Eumecia_anchietae,5.703782,Viviparous
Eumecia_johnstoni,5.572154,Viviparous
Eurylepis_taeniolata,5.180659,Oviparous
NA,3.988984,Oviparous
Lygosoma_ashwamedhi,3.493473,Oviparous
Eutropis_beddomii,4.094345,Oviparous
Eutropis_bibronii,3.951244,Oviparous
NA,4.412798,Oviparous
NA,4.430817,Oviparous
Eutropis_carinata,5.075174,Oviparous
Eutropis_clivicola,4.143135,Oviparous
Eutropis_cumingi,4.094345,Oviparous
NA,4.812997,Oviparous
Eutropis_gansi,4.136765,Oviparous
Eutropis_floweri,4.025352,Oviparous
Eutropis_indeprensa,4.204693,Oviparous
Eutropis_longicaudata,4.941642,Oviparous
Eutropis_macularia,4.343805,Oviparous
Eutropis_multicarinata,4.574711,Oviparous
Eutropis_multifasciata,4.941642,Viviparous
Eutropis_quadricarinata,3.927896,Oviparous
Eutropis_rudis,4.925077,Oviparous
Eutropis_rugifera,4.219508,Viviparous
Eutropis_tammanna,4.043051,Oviparous
Eutropis_dissimilis,4.548600,Oviparous
Eutropis_tytleri,5.314191,Oviparous
Chabanaudia_boulengeri,4.418841,Viviparous
Feylinia_currori,5.828946,Viviparous
Feylinia_elegans,4.955827,Viviparous
Feylinia_grandisquamis,4.941642,Viviparous
Feylinia_macrolepis,4.543295,Viviparous
Feylinia_polylepis,5.075174,Viviparous
Amphiglossus_melanurus,4.718499,Oviparous
Fojia_bumui,4.085976,Oviparous
Geomyersia_coggeri,3.526361,Oviparous
Geomyersia_glabra,3.583519,Oviparous
Gerrhosaurus_auritus,5.370638,Oviparous
Gerrhosaurus_bulsi,5.298317,Oviparous
Gerrhosaurus_flavigularis,4.990433,Oviparous
Gerrhosaurus_multilineatus,5.370638,Oviparous
Gerrhosaurus_nigrolineatus,5.209486,Oviparous
Gerrhosaurus_skoogi,5.075174,Oviparous
Gerrhosaurus_typicus,4.941642,Oviparous
Glaphyromorphus_clandestinus,4.276666,Oviparous
Glaphyromorphus_cracens,4.060443,Oviparous
Glaphyromorphus_crassicaudus,4.007333,Oviparous
Glaphyromorphus_darwiniensis,4.077537,Oviparous
Glaphyromorphus_fuscicaudis,4.513055,Oviparous
Glaphyromorphus_mjobergi,4.574711,Oviparous
Glaphyromorphus_nyanchupinta,3.981549,Oviparous
Glaphyromorphus_pumilus,4.007333,Oviparous
Glaphyromorphus_punctulatus,4.248495,Oviparous
Concinnia_queenslandiae,4.442651,Viviparous
Gongylomorphus_bojerii,4.276666,Oviparous
Graciliscincus_shonae,3.737670,Oviparous
Harrisoniascincus_zia,4.077537,Oviparous
Hemicordylus_capensis,4.686750,Viviparous
Hemicordylus_nebulosus,4.390739,Viviparous
Hemiergis_decresiensis,4.369448,Viviparous
Hemiergis_gracilipes,4.488636,Viviparous
Hemiergis_initialis,3.912023,Viviparous
Hemiergis_millewae,4.070735,Viviparous
Hemiergis_peronii,4.369448,Viviparous
Hemiergis_quadrilineata,4.317488,Viviparous
Hemiergis_talbingoensis,4.174387,Viviparous
Trachylepis_aurata,4.744932,Viviparous
Trachylepis_septemtaeniata,4.653960,Viviparous
Trachylepis_vittata,4.593098,Viviparous
Insulasaurus_arborens,4.194190,Oviparous
Insulasaurus_traanorum,3.974058,Oviparous
Isopachys_anguinoides,4.553877,Viviparous
Isopachys_borealis,5.176150,Viviparous
Isopachys_gyldenstolpei,5.393628,Viviparous
Isopachys_roulei,4.691348,Viviparous
Janetaescincus_braueri,3.970292,Oviparous
Janetaescincus_veseyfitzgeraldi,3.610918,Oviparous
Kaestlea_bilineata,4.174387,Oviparous
Kanakysaurus_viviparus,4.418841,Viviparous
Kanakysaurus_zebratus,4.276666,Viviparous
Karusasaurus_jordani,4.844187,Viviparous
Karusasaurus_polyzonus,4.753590,Viviparous
NA,3.828641,Oviparous
Lacertaspis_chriswildi,3.806662,Oviparous
Lacertaspis_lepesmei,4.060443,Oviparous
Lacertaspis_reichenowi,3.988984,Oviparous
Lacertoides_pardalis,4.897840,Viviparous
Lamprolepis_smaragdina,4.799914,Oviparous
Lampropholis_adonis,3.970292,Oviparous
Lampropholis_amicula,3.555348,Oviparous
Lampropholis_caligula,3.988984,Oviparous
Lampropholis_coggeri,3.850148,Oviparous
Lampropholis_colossus,4.025352,Oviparous
Lampropholis_couperi,3.891820,Oviparous
Lampropholis_delicata,4.007333,Oviparous
Lampropholis_elongata,3.970292,Oviparous
Lampropholis_guichenoti,3.951244,Oviparous
Lampropholis_mirabilis,3.951244,Oviparous
Lampropholis_robertsi,4.007333,Oviparous
Lankascincus_deignani,4.060443,Oviparous
Lankascincus_dorsicatenatus,3.839452,Oviparous
Lankascincus_fallax,4.094345,Oviparous
Lankascincus_gansi,4.007333,Oviparous
NA,3.552487,Oviparous
NA,3.605498,Oviparous
Lankascincus_sripadensis,4.065602,Oviparous
Lankascincus_taprobanensis,4.060443,Oviparous
Lankascincus_taylori,3.951244,Oviparous
Larutia_larutensis,5.252273,Oviparous
Larutia_miodactyla,5.017280,Oviparous
Larutia_seribuatensis,4.744932,Oviparous
Larutia_trifasciata,5.521461,Oviparous
Leiolopisma_telfairii,5.141664,Oviparous
Lepidophyma_chicoasensis,4.762174,Viviparous
Lepidophyma_flavimaculatum,5.030438,Viviparous
Lepidophyma_gaigeae,4.195697,Viviparous
Lepidophyma_lowei,4.094345,Viviparous
NA,3.974058,Viviparous
Lepidophyma_mayae,4.499810,Viviparous
Lepidophyma_micropholis,4.709530,Viviparous
Lepidophyma_occulor,4.976734,Viviparous
Lepidophyma_pajapanensis,4.553877,Viviparous
Lepidophyma_reticulatum,4.634729,Viviparous
Lepidophyma_smithii,4.744932,Viviparous
Lepidophyma_sylvaticum,4.727388,Viviparous
Lepidophyma_tuxtlae,4.574711,Viviparous
Leptosiaphos_blochmanni,4.007333,Oviparous
Leptosiaphos_dewittei,4.077537,Oviparous
Leptosiaphos_graueri,4.317488,Oviparous
