"n.tips","q.rate","s","rep","p.anccond.01","p.anccond.10","p.phyloglm","p.pgls","n.true.trans","n.discard"
50,0.1,1,142,0.391812865497076,0.891495601173021,0.999252331754789,0.598896849089106,2,1
50,0.1,1,143,0.768768768768769,0.519174041297935,0.186051128628201,0.365184250249974,3,3
50,0.1,1,144,0.535947712418301,0.535593220338983,0.998650094306043,0.867540828628245,2,7
50,0.1,1,145,0.637037037037037,0.631853785900783,0.997641206511592,0.425035273864704,3,2
50,0.1,1,146,0.75801749271137,0.473988439306358,0.999829947525915,0.415404772879646,2,0
50,0.1,1,147,0.599439775910364,0.818941504178273,0.999980693393952,0.948129246672446,3,0
50,0.1,1,148,0.832844574780059,0.492492492492492,0.998996479964345,0.661506953997795,1,0
50,0.1,1,149,0.367088607594937,0.25705329153605,0.688373102412121,0.87473784977873,2,1
50,0.1,1,150,0.445121951219512,NA,0.999989263858774,0.562378002821486,2,3
50,0.1,1,151,0.692307692307692,0.256267409470752,0.997765580651636,0.701925971048208,2,2
50,0.1,1,152,0.734104046242775,0.817647058823529,0.999464378552217,0.501653519525785,1,17
50,0.1,1,153,0.857142857142857,0.876876876876877,0.999440307600677,0.203896181381011,3,0
50,0.1,1,154,0.597765363128492,0.842105263157895,0.999520339345924,0.847037067101197,4,0
50,0.1,1,155,0.316417910447761,0.15015015015015,0.0247022590486453,0.36633049307956,3,10
50,0.1,1,156,0.109215017064846,0.845878136200717,0.99871652861049,0.137458087715199,3,0
50,0.1,1,157,0.878688524590164,0.543046357615894,0.0304966202586716,0.0146500001710878,2,4
50,0.1,1,158,0.453551912568306,0.986807387862797,0.738299121477141,0.651407835301295,3,0
50,0.1,1,159,0.446753246753247,0.664935064935065,0.999896787029464,0.640565053146893,1,1
50,0.1,1,160,0.505263157894737,0.737541528239203,0.649802034829218,0.17671482293898,3,5
50,0.1,1,161,0.619469026548673,NA,0.998702701642609,0.757923065694393,1,6
50,0.1,1,162,0.184818481848185,NA,0.997576661299325,0.158273327141167,1,1
50,0.1,1,163,NA,0.836363636363636,0.999909652512604,0.545896813441698,1,3
50,0.1,1,164,0.990415335463259,0.493506493506494,0.999989651562591,0.711544198736663,1,2
50,0.1,1,165,0.4,0.210526315789474,0.998495542094487,0.316689815542204,3,3
50,0.1,1,166,0.368983957219251,NA,0.998971844170219,0.212189651647117,1,0
50,0.1,1,167,0.927272727272727,0.816720257234727,0.999891300443173,0.847692408292704,3,6
50,0.1,1,168,0.547770700636943,0.698717948717949,0.999315102548076,0.32895958021325,2,0
50,0.1,1,169,0.853420195439739,NA,0.999684729025457,0.314978392276711,1,0
50,0.1,1,170,0.644171779141104,0.44794952681388,0.999953188640456,0.431071334211437,4,3
50,0.1,1,171,0.705882352941177,0.159090909090909,0.998299200650361,0.440853294173295,6,0
50,0.1,1,172,0.775919732441472,0.693069306930693,0.999394684460648,0.565320517987818,2,0
50,0.1,1,173,0.958823529411765,1,0.305209762009205,0.308018377657135,2,0
50,0.1,1,174,0.748466257668712,NA,0.998379606943942,0.462238341931309,4,1
50,0.1,1,175,0.548717948717949,0.860103626943005,0.999823126259018,0.89939219774146,2,7
50,0.1,1,176,0.826086956521739,0.364779874213836,0.998963124432828,0.839401564945764,3,5
50,0.1,1,177,0.89119170984456,0.841269841269841,0.99970107374775,0.4107191448464,2,3
50,0.1,1,178,0.651898734177215,0.815286624203822,0.999983355636863,0.716874559318321,2,1
50,0.1,1,179,0.540880503144654,0.975155279503106,0.999860053701002,0.886622761942719,2,5
50,0.1,1,180,0.600536193029491,0.759562841530055,0.989655050597147,0.321554972544844,2,0
50,0.1,1,181,0.6,NA,0.999548059303228,0.39578636926475,1,0
50,0.1,1,182,0.599348534201954,0.679738562091503,0.99966689088432,0.794196553230063,2,11
50,0.1,1,183,0.947643979057592,0.594736842105263,0.966528943150011,0.209781257542679,4,1
50,0.1,1,184,0.181818181818182,0.304093567251462,0.998798709005056,0.259721175307411,5,0
50,0.1,1,185,0.687861271676301,NA,0.999156047446587,0.486136974906791,3,0
50,0.1,1,186,0.441926345609065,NA,0.56114222201359,0.215951761713915,3,2
50,0.1,1,187,0.416149068322981,0.965079365079365,0.999741125126656,0.402593117455704,1,3
50,0.1,1,188,0.52,0.93371757925072,0.999064022841759,0.744766557001858,2,6
50,0.1,1,189,0.795180722891566,0.698507462686567,0.999550934265531,0.535883446007257,4,0
50,0.1,1,190,0.789772727272727,NA,0.999967117530895,0.716550804350067,1,3
50,0.1,1,191,0.392405063291139,0.529595015576324,0.998741474239676,0.307433833623798,3,4
50,0.1,1,192,0.358490566037736,0.29126213592233,0.999741741979028,0.886766445449144,1,6
50,0.1,1,193,0.777777777777778,0.897435897435897,0.999139822539793,0.911717857143342,1,2
50,0.1,1,194,0.382022471910112,0.231638418079096,0.0704626373462055,0.0451512518742078,2,3
50,0.1,1,195,0.582582582582583,0.952662721893491,0.998088012606446,0.140112207507821,2,2
50,0.1,1,196,0.253333333333333,0.336569579288026,1,0.147377358265397,1,9
50,0.1,1,197,0.889589905362776,NA,0.999504278701272,0.920335042312429,3,2
50,0.1,1,198,0.203296703296703,0.143250688705234,0.597115186237416,0.117359027176958,4,10
50,0.1,1,199,0.817391304347826,0.374301675977654,0.998081637410194,0.174388760893462,3,3
50,0.1,1,200,0.468208092485549,0.873563218390805,0.999917404867558,0.903204158470145,3,4
100,0.1,1,1,0.7455919395466,NA,0.979242358570498,0.154586555614112,4,0
100,0.1,1,2,0.867924528301887,0.902374670184697,0.99732219391904,0.577951334749311,2,1
100,0.1,1,3,0.169811320754717,0.0699300699300699,0.434329512669326,0.482506557136865,4,8
100,0.1,1,4,0.258064516129032,0.698924731182796,0.997448220822905,0.287356425475268,4,1
100,0.1,1,5,0.267605633802817,0.00919540229885057,0.826645912090946,0.969528023170974,5,3
100,0.1,1,6,0.492997198879552,0.169014084507042,0.58107553784455,0.994151465245524,6,0
100,0.1,1,7,0.276995305164319,0.154963680387409,0.745077607752795,0.786569965381158,6,3
100,0.1,1,8,0.152542372881356,0.994475138121547,0.999999073656926,0.710279764036908,2,3
100,0.1,1,9,0.0295566502463054,0.396039603960396,0.869169520698406,0.982399963569261,2,4
100,0.1,1,10,NA,0.849104859335038,0.999655646206229,0.239505492383527,2,4
100,0.1,1,11,0.827956989247312,0.488063660477454,0.842667718290454,0.0991583768528427,5,0
100,0.1,1,12,0.574468085106383,0.493224932249323,0.999985162094932,0.587842528052002,5,2
100,0.1,1,13,0.375586854460094,0.342592592592593,0.99917711528232,0.622305813943705,3,0
100,0.1,1,14,0.289340101522843,0.766066838046273,0.998687643226669,0.581977892354375,6,13
100,0.1,1,15,NA,0.608478802992519,0.990740186565448,0.564849806505483,1,0
100,0.1,1,16,0.628440366972477,0.0136986301369863,0.999307885782702,0.140202514173626,6,0
100,0.1,1,17,0.523316062176166,0.823529411764706,0.907665686960116,0.648408373408602,5,0
100,0.1,1,18,0.824096385542169,0.481572481572482,0.999189704899647,0.481810224816909,8,1
100,0.1,1,19,0.576,0.839237057220708,0.823797017836091,0.072170537674118,2,6
100,0.1,1,20,0.352941176470588,0.0148883374689826,0.999184772903512,0.674124956974335,5,4
100,0.1,1,21,0.255421686746988,0.30272952853598,0.797384793486228,0.710639003722163,5,7
100,0.1,1,22,0.150259067357513,NA,1,0.116800477591728,2,0
100,0.1,1,23,0.978609625668449,0.982278481012658,0.998984926346182,0.276289923949927,3,5
100,0.1,1,24,0.392156862745098,0.181818181818182,0.998250576724978,0.711423870744593,5,0
100,0.1,1,25,0.529411764705882,0.931989924433249,0.999904488320519,0.429680053831476,2,4
100,0.1,1,26,0.68671679197995,0.514851485148515,0.997822964991998,0.448364154844913,2,7
100,0.1,1,27,0.537084398976982,0.738461538461539,0.999114885127518,0.805514590041594,5,2
100,0.1,1,28,0.56,0.371501272264631,0.916018277341946,0.69535010652787,3,0
100,0.1,1,29,0.359090909090909,0.680459770114943,0.999427587916204,0.1509516979588,3,8
100,0.1,1,30,0.803970223325062,0.879012345679012,0.115048803513564,0.208338730112437,6,0
100,0.1,1,31,0.636604774535809,0.227390180878553,0.00783305458241967,0.0102592562598537,2,6
100,0.1,1,32,0.924623115577889,0.737864077669903,0.998874915326265,0.95908306264598,6,3
100,0.1,1,33,0.925925925925926,0.758949880668258,0.993528256109044,0.938513308867655,9,0
100,0.1,1,34,0.0596205962059621,0.228882833787466,0.998932436149625,0.301624876357992,2,5
100,0.1,1,35,0.16793893129771,0.84318766066838,0.999900423765229,0.93959070143787,4,8
100,0.1,1,36,0.914728682170543,0.197916666666667,0.00909087151196538,0.000937087990217899,2,5
100,0.1,1,37,0.931989924433249,0.459259259259259,0.999184576279732,0.647046692908577,5,13
100,0.1,1,38,NA,0.763819095477387,0.996347143570644,0.251063295714187,3,3
100,0.1,1,39,0.986046511627907,0.834467120181406,0.996766348542207,0.695178914240327,3,2
100,0.1,1,40,0.823255813953488,0.534562211981567,0.999907960901069,0.797073718563228,1,5
100,0.1,1,41,0.74931129476584,0.554878048780488,0.999856246199765,0.297097568688345,3,3
100,0.1,1,42,0.625615763546798,0.518159806295399,0.997467686576921,0.385092165176354,5,1
100,0.1,1,43,0.28175519630485,NA,0.999088825817854,0.217494188866553,3,1
100,0.1,1,44,0.91566265060241,0.910411622276029,0.999934739940405,0.996469826723614,3,7
100,0.1,1,45,0.0759493670886076,0.62015503875969,0.999890086458708,0.116485689699775,5,0
100,0.1,1,46,0.964646464646465,0.947368421052632,0.999813661575998,0.245873389662265,4,0
100,0.1,1,47,0.517045454545455,0.949438202247191,0.998063902746828,0.0869643173832653,1,0
100,0.1,1,48,0.740566037735849,0.143518518518519,0.993313865790746,0.416320753713166,3,3
100,0.1,1,49,0.202898550724638,0.37799043062201,0.965864685279157,0.645358414205997,4,7
100,0.1,1,50,0.427518427518428,0.611650485436893,0.999243737321357,0.906809816821001,2,4
100,0.1,1,51,0.727748691099476,0.461538461538462,0.397651169922852,0.993766425564083,5,0
100,0.1,1,52,0.894348894348894,0.927738927738928,0.999654822407143,0.0179904177321922,5,0
100,0.1,1,53,0.332493702770781,0.685567010309278,0.724150784982884,0.383988954257312,6,4
100,0.1,1,54,0.0945626477541371,0.589371980676328,0.998053117913391,0.349234366698928,4,10
100,0.1,1,55,0.701670644391408,0.568075117370892,0.996790645171008,0.400677264897294,3,2
100,0.1,1,56,0.733668341708543,0.67639902676399,0.999847676907775,0.823444159666226,1,2
100,0.1,1,57,0.323529411764706,0.65679012345679,0.0257882053167425,0.281389426109529,4,2
100,0.1,1,58,0.427184466019417,0.019047619047619,0.996531572870702,0.542212252205104,4,0
100,0.1,1,59,0.0610328638497653,0.734883720930233,0.999858972125435,0.494044262391226,6,1
100,0.1,1,60,0.901204819277108,0.885245901639344,0.999398947764743,0.758896962602643,7,0
100,0.1,1,61,0.175,0.0195121951219512,0.999455769498904,0.262474683636799,2,1
100,0.1,1,62,0.800982800982801,0.902147971360382,0.999890923165048,0.348543472530387,1,8
100,0.1,1,63,0.342995169082126,0.250602409638554,0.999297053697898,0.819200230914447,2,6
100,0.1,1,64,0.138228941684665,0.775784753363229,0.631974744260691,0.307902286023045,3,6
100,0.1,1,65,0.456410256410256,0.812652068126521,0.996691998624346,0.350696970712796,4,0
100,0.1,1,66,0.269326683291771,0.314214463840399,0.998212297430134,0.684173684400255,4,2
100,0.1,1,67,0.665178571428571,0.210045662100457,0.999563339565494,0.933722771981847,6,2
100,0.1,1,68,0.470066518847007,0.513636363636364,0.995617621236999,0.153922407520398,3,7
100,0.1,1,69,0.68649885583524,0.418181818181818,0.999166657828434,0.402356957741539,5,1
100,0.1,1,70,0.505,0.501240694789082,0.998358656074868,0.909820788104924,4,1
100,0.1,1,71,0.685185185185185,0.416666666666667,0.513480936979084,0.675083422331932,6,1
100,0.1,1,72,0.286458333333333,0.175438596491228,0.717538426316364,0.859176761455843,2,0
100,0.1,1,73,0.478555304740406,0.210772833723653,0.664459970792123,0.119455592378625,4,7
100,0.1,1,74,0.592039800995025,0.642685851318945,0.998382616837609,0.991800625358153,1,0
100,0.1,1,75,0.363636363636364,0.679900744416873,0.999903545218386,0.332254898503408,2,12
100,0.1,1,76,0.283582089552239,0.756476683937824,0.999095996459475,0.523192412077833,5,3
100,0.1,1,77,0.870886075949367,0.859416445623342,0.997218740976695,0.360511796140295,5,5
100,0.1,1,78,0.221105527638191,0.355,0.99978066450496,0.361120829510931,4,0
100,0.1,1,79,0.0498753117206983,0.107843137254902,0.399237661305904,0.222190524152536,2,4
100,0.1,1,80,1,0.892128279883382,0.000199602224823391,0.0910122518068282,2,1
100,0.1,1,81,0.526829268292683,0.390588235294118,0.727233330371478,0.180514049463723,3,2
100,0.1,1,82,0.0261096605744125,0.318302387267904,0.999826418711365,0.388152038658927,2,2
100,0.1,1,83,0.734793187347932,NA,0.999962694781593,0.619258288385811,1,2
100,0.1,1,84,0.271276595744681,0.0621761658031088,0.999728763795454,0.181383937093348,3,0
100,0.1,1,85,0.492227979274611,0.69873417721519,0.999965280558738,0.889460084118188,2,1
100,0.1,1,86,0.450127877237852,0.696296296296296,0.998906682729767,0.646016300193709,3,3
100,0.1,1,87,0.4,0.818897637795276,0.99827963022308,0.93102480529738,3,2
100,0.1,1,88,0.328205128205128,NA,0.000151074180155382,0.112872275779524,2,1
100,0.1,1,89,0.980952380952381,0.770334928229665,0.998643700256062,0.31716003772597,3,3
100,0.1,1,90,0.71078431372549,0.928039702233251,0.99972156400445,0.447054420466319,5,4
100,0.1,1,91,0.697777777777778,0.857777777777778,0.908131490545559,0.664820935314628,6,3
100,0.1,1,92,1,0.467605633802817,0.999803227120898,0.802759064203683,4,5
100,0.1,1,93,0.887096774193548,0.874666666666667,0.999529408751798,0.239761958706857,5,2
100,0.1,1,94,0.0966183574879227,0.704805491990847,0.958606952656029,0.966535373765688,4,0
100,0.1,1,95,0.969543147208122,0.51530612244898,0.999005667370597,0.839956940317059,3,5
100,0.1,1,96,0.818823529411765,0.840095465393795,0.999459053989304,0.73239912017155,8,1
100,0.1,1,97,0.612565445026178,0.801007556675063,0.999799046735815,0.868019537912774,2,2
100,0.1,1,98,0.656,0.736263736263736,0.0141610694980268,0.129360566405297,4,3
100,0.1,1,99,NA,0.911764705882353,0.99841510629087,0.875079902077315,1,0
100,0.1,1,100,0.841880341880342,0.527896995708155,0.998468682176337,0.85404533081594,3,3
100,0.1,1,101,0.84297520661157,0.55,0.998633033476871,0.126709290940187,4,0
100,0.1,1,102,0.818181818181818,0.862533692722372,0.999653163719584,0.746167097595897,3,1
100,0.1,1,103,0.37772397094431,0.655256723716381,0.523001977122578,0.141911631945703,7,6
100,0.1,1,104,0.793478260869565,0.908108108108108,0.999554313304345,0.832263644705923,1,3
100,0.1,1,105,0.23936170212766,0.325333333333333,0.99999875657355,0.452047153297542,1,0
100,0.1,1,106,0.398081534772182,NA,0.794235328046433,0.0222718163041059,6,12
