"n.tips","alpha","delta.th","rep","p.forward","p.std","p.pr","p.comb.std","p.comb.pr","p.phyloglm","prune.ok","sig_f","sig_std","sig_pr","sig_plg"
200,8,8,55,0.00525439302914226,0.962075848303393,0.946107784431138,1,1,0.984553042364488,TRUE,TRUE,FALSE,FALSE,FALSE
500,8,8,55,5.31534157343868e-62,0.0399201596806387,0.031936127744511,0.00798403193612774,0.00798403193612774,1.12660464012302e-13,TRUE,TRUE,TRUE,TRUE,TRUE
200,0.5,2,56,0.00106501171842787,0.694610778443114,0.666666666666667,1,0.894211576846307,0.695376561399336,TRUE,TRUE,FALSE,FALSE,FALSE
500,0.5,2,56,0.128119162440932,0.167664670658683,0.103792415169661,0.335329341317365,0.207584830339321,0.64373565884376,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,56,0.522452867382001,0.251497005988024,0.223552894211577,0.502994011976048,0.447105788423154,0.854043245882917,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,2,56,0.492736719926544,0.491017964071856,0.550898203592814,0.982035928143713,1,0.986831175311688,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,2,56,0.567249958863062,0.966067864271457,0.99001996007984,0.766467065868264,0.407185628742515,0.967427777152102,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,56,2.29444377978501e-11,0.838323353293413,0.906187624750499,0.0479041916167665,0.0718562874251497,1.12695186713103e-05,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,4,56,0.985445049212543,0.88622754491018,0.998003992015968,0.127744510978044,0.143712574850299,0.999327216173755,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,56,0.747650456096744,0.183632734530938,0.183632734530938,0.367265469061876,0.367265469061876,0.886035235725279,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,56,0.977342984901703,0.415169660678643,0.375249500998004,0.790419161676647,0.750499001996008,0.998406691604306,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,4,56,0.890748012027753,0.958083832335329,0.994011976047904,1,1,0.99870626845132,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,4,56,0.282472841374345,0.37125748502994,0.395209580838323,0.74251497005988,0.790419161676647,0.144290605959336,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,4,56,0.291177994456209,0.235528942115768,0.311377245508982,0.471057884231537,0.622754491017964,0.932006329088201,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,8,56,0.500707523052219,NA,NA,0.0444444444444444,0.0465116279069767,0.996953300595,TRUE,FALSE,NA,NA,FALSE
500,0.5,8,56,0.148029644563866,0.147704590818363,0.143712574850299,0.295409181636727,0.287425149700599,0.999505192464006,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,8,56,0.90701118007016,0.459081836327345,0.471057884231537,0.295409181636727,0.279441117764471,4.1823640649638e-06,TRUE,FALSE,FALSE,FALSE,TRUE
500,2,8,56,6.21466401316664e-14,0.287425149700599,0.215568862275449,0.558882235528942,0.431137724550898,1.30657251424519e-13,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,8,56,0.225636826309204,0.331337325349301,0.363273453093812,0.662674650698603,0.726546906187625,9.05397815965405e-05,TRUE,FALSE,FALSE,FALSE,TRUE
500,8,8,56,4.53073608994322e-37,0.131736526946108,0.127744510978044,0.199600798403194,0.231536926147705,1.94191311146681e-10,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,2,57,0.834660054538037,0.311377245508982,0.303393213572854,0.622754491017964,0.606786427145709,0.999789218846456,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,57,0.986928067375529,0.0758483033932136,0.0718562874251497,0.151696606786427,0.143712574850299,0.860217150380511,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,57,0.00110342898304743,0.44578313253012,0.604,0.891566265060241,1,0.634733046078923,TRUE,TRUE,FALSE,FALSE,FALSE
500,2,2,57,0.000838271307930497,0.0958083832335329,0.12375249500998,0.111776447105788,0.151696606786427,0.794736727717987,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,2,57,2.87869109713041e-09,0.00399201596806387,0.0199600798403194,0.00798403193612774,0.0399201596806387,0.000334409764458153,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,2,57,0.00010928143052131,0.163672654690619,0.187624750499002,0.327345309381238,0.375249500998004,0.0337071508966212,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,4,57,0.527391104845355,0.518962075848303,0.279441117764471,0.894211576846307,0.558882235528942,0.961041368141625,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,57,0.00187694134198775,0.550898203592814,0.538922155688623,0.630738522954092,0.502994011976048,0.999320200130784,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,4,57,0.760415179054378,0.0918163672654691,0.111776447105788,0.183632734530938,0.223552894211577,0.998281982233591,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,4,57,0.150042355274204,0.143712574850299,0.19560878243513,0.287425149700599,0.391217564870259,0.988244391793943,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,4,57,0.251136947917433,0.6187624750499,0.642714570858283,1,1,0.965434706613843,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,4,57,0.204488613185275,0.698602794411178,0.662674650698603,0.806387225548902,0.702594810379242,0.909273808342097,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,8,57,0.000217629583492281,0.862275449101796,0.810379241516966,0.00798403193612774,0.0239520958083832,4.49604301889726e-05,TRUE,TRUE,FALSE,FALSE,TRUE
500,0.5,8,57,0.595043083684391,0.363273453093812,0.303393213572854,0.726546906187625,0.606786427145709,0.997741923473173,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,8,57,0.781150467815869,0.303393213572854,0.327345309381238,0.606786427145709,0.654690618762475,0.522428248041325,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,8,57,3.84612274443161e-23,0.0838323353293413,0.107784431137725,0.0239520958083832,0.00798403193612774,1.66064623325401e-16,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,8,57,0.622033452917927,0.343313373253493,0.183632734530938,0.686626746506986,0.367265469061876,0.968270034157806,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,8,57,0.113530341468818,0.930139720558882,0.86626746506986,1,1,0.000325604200199022,TRUE,FALSE,FALSE,FALSE,TRUE
200,0.5,2,58,0.026496272434162,0.227544910179641,0.227544910179641,0.455089820359281,0.455089820359281,0.998304843612714,TRUE,TRUE,FALSE,FALSE,FALSE
500,0.5,2,58,0.231056828772548,0.155688622754491,0.179640718562874,0.311377245508982,0.31936127744511,0.998321548937775,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,58,0.000454894118648755,0.431137724550898,0.31936127744511,0.846307385229541,0.63872255489022,0.99976791510163,TRUE,TRUE,FALSE,FALSE,FALSE
500,2,2,58,0.00499543551621384,0.199600798403194,0.271457085828343,0.231536926147705,0.31936127744511,0.696304747557365,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,2,58,0.00049942322345401,0.103792415169661,0.0998003992015968,0.207584830339321,0.199600798403194,0.187817785821936,TRUE,TRUE,FALSE,FALSE,FALSE
500,8,2,58,2.09547642042991e-20,0.00798403193612774,0.0119760479041916,0.0159680638722555,0.0239520958083832,5.04852495273418e-06,TRUE,TRUE,TRUE,TRUE,TRUE
200,0.5,4,58,0.944768410601571,0.978043912175649,0.918163672654691,1,1,0.999973343548737,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,58,0.404927363189322,0.716,0.815261044176707,1,1,0.993751718795815,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,58,5.25290628741527e-07,0.786427145708583,0.934131736526946,0.0718562874251497,0.0798403193612774,1.3251420885487e-08,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,4,58,0.10331321131685,0.0878243512974052,0.111776447105788,0.17564870259481,0.223552894211577,0.986802348726353,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,4,58,0.528685141522289,0.654690618762475,0.686626746506986,1,1,0.999838888836487,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,4,58,0.357958465702766,0.698602794411178,0.698602794411178,1,1,0.995952632739295,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,8,58,0.474484804081099,NA,NA,0.564102564102564,0.216867469879518,0.999112537927634,TRUE,FALSE,NA,NA,FALSE
500,0.5,8,58,0.0623380264011104,0.646706586826347,0.558882235528942,1,1,0.996211220841516,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,8,58,5.90031107760882e-06,0.00798403193612774,0.0239520958083832,0.0159680638722555,0.0479041916167665,2.56226736058539e-05,TRUE,TRUE,TRUE,TRUE,TRUE
500,2,8,58,0.0298211262516496,0.127744510978044,0.187624750499002,0.255489021956088,0.375249500998004,0.999600857363088,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,8,58,0.0366082297502999,0.958083832335329,0.93812375249501,1,1,0.0563265010629136,TRUE,TRUE,FALSE,FALSE,FALSE
500,8,8,58,0.573685780344833,0.17564870259481,0.19560878243513,0.351297405189621,0.391217564870259,0.997773999824064,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,2,59,0.0174502498690897,0.726546906187625,0.594810379241517,1,1,0.997767814706543,TRUE,TRUE,FALSE,FALSE,FALSE
500,0.5,2,59,0.0112832191850044,0.391217564870259,0.343313373253493,0.782435129740519,0.686626746506986,0.850197865129468,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,2,59,0.657705414119953,0.994011976047904,0.974051896207585,0.311377245508982,0.447105788423154,0.992884790342609,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,2,59,0.000333527883717058,0.922155688622755,0.798403193612774,0.00798403193612774,0.00798403193612774,0.994381467314215,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,2,59,0.425772031484795,0.294871794871795,0.292783505154639,0.58974358974359,0.585567010309278,0.994629000650829,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,59,0.0800705401643519,0.0838323353293413,0.111776447105788,0.167664670658683,0.223552894211577,0.618929018669419,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,4,59,0.357776425880997,0.662674650698603,0.622754491017964,0.934131736526946,0.902195608782435,0.923896389890116,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,59,0.0507046159237674,0.738522954091816,0.782435129740519,0.471057884231537,0.822355289421158,0.68040214466371,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,59,4.47105558784965e-13,0.396,0.143712574850299,0.792,0.287425149700599,3.30308319437802e-10,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,4,59,3.27193106433918e-11,0.283433133732535,0.287425149700599,0.0239520958083832,0.0159680638722555,3.99710178488458e-06,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,4,59,5.256526227107e-15,0.730538922155689,0.694610778443114,0.463073852295409,0.926147704590818,0.00129233915684266,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,4,59,0.851295551291907,0.399201596806387,0.37125748502994,0.758483033932136,0.74251497005988,0.867113734418672,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,8,59,9.9394524926579e-05,0.0678642714570858,0.063872255489022,0.135728542914172,0.127744510978044,0.000112458291810224,TRUE,TRUE,FALSE,FALSE,TRUE
500,0.5,8,59,0.600819995682151,0.694610778443114,0.730538922155689,1,1,0.8337952969838,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,8,59,0.046321744834399,0.666666666666667,0.698602794411178,1,1,0.995084218238636,TRUE,TRUE,FALSE,FALSE,FALSE
500,2,8,59,2.69576364894899e-35,0.359281437125749,0.323353293413174,0.0718562874251497,0.151696606786427,8.17005380560859e-15,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,8,59,1.69823617254571e-26,0.00798403193612774,0.00399201596806387,0.0159680638722555,0.00798403193612774,0.0212692246328808,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,8,59,0.762696583449298,0.411177644710579,0.311377245508982,0.447105788423154,0.550898203592814,0.908687368101468,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,2,60,0.65428984389393,0.686626746506986,0.510978043912176,0.199600798403194,0.151696606786427,0.824833145567298,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,60,0.36813279171214,0.0279441117764471,0.0479041916167665,0.0558882235528942,0.0958083832335329,0.825733787668466,TRUE,FALSE,TRUE,TRUE,FALSE
200,2,2,60,0.0676968217644613,0.578842315369261,0.44311377245509,0.0958083832335329,0.0558882235528942,0.418910550961485,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,2,60,0.85022601185367,0.219560878243513,0.283433133732535,0.439121756487026,0.56686626746507,0.869390952143753,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,2,60,0.0256495149697545,0.127744510978044,0.17564870259481,0.255489021956088,0.351297405189621,0.00147841170035458,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,2,60,2.06023202276727e-18,0.582834331337325,0.726546906187625,0.031936127744511,0.0239520958083832,0.00476393647671942,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,4,60,0.369420663617943,0.412,0.367265469061876,0.824,0.734530938123752,0.663919347224375,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,60,0.221477256073836,0.954091816367265,0.894211576846307,1,1,0.994216678741526,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,60,7.23976734158286e-10,0.0838323353293413,0.04,0.167664670658683,0.08,5.11179782871357e-07,TRUE,TRUE,FALSE,TRUE,TRUE
500,2,4,60,0.476234602278639,NA,NA,0.043956043956044,0.0470588235294118,0.739650146364196,TRUE,FALSE,NA,NA,FALSE
200,8,4,60,3.29821359343348e-11,0.81437125748503,0.802395209580838,0.582834331337325,0.49500998003992,0.019726817678448,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,4,60,0.336060473096542,0.359281437125749,0.359281437125749,0.718562874251497,0.718562874251497,0.731181711995229,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,8,60,0.310465874761865,0.0998003992015968,0.0798403193612774,0.199600798403194,0.159680638722555,0.862438652870062,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,8,60,6.22272849911447e-11,0.702594810379242,0.86626746506986,0.63872255489022,0.902195608782435,8.79452029765238e-09,TRUE,TRUE,FALSE,FALSE,TRUE
200,2,8,60,2.22737270055589e-15,0.0159680638722555,0.0199600798403194,0.031936127744511,0.0399201596806387,4.96184677511798e-06,TRUE,TRUE,TRUE,TRUE,TRUE
500,2,8,60,0.687067808008462,0.127744510978044,0.12375249500998,0.255489021956088,0.24750499001996,0.201236621076546,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,8,60,0.178018821908518,0.0798403193612774,0.0479041916167665,0.159680638722555,0.0958083832335329,0.997864893067065,TRUE,FALSE,FALSE,TRUE,FALSE
500,8,8,60,0.295103611667028,0.790419161676647,0.706586826347305,1,1,0.998345884668355,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,2,61,0.497835641805551,0.491017964071856,0.459081836327345,0.710578842315369,0.918163672654691,0.997894735589261,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,61,0.504273755900194,0.830339321357285,0.922155688622755,0.0239520958083832,0.0239520958083832,0.687093427254021,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,61,0.186748995609253,0.031936127744511,0.031936127744511,0.063872255489022,0.063872255489022,0.999845344157013,TRUE,FALSE,TRUE,TRUE,FALSE
500,2,2,61,1.07025024914811e-05,0.714570858283433,0.650698602794411,0.24750499001996,0.351297405189621,0.32088588525304,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,2,61,0.173645550711193,0.2,0.215568862275449,0.4,0.431137724550898,0.99903821391343,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,61,3.69038037260034e-19,0.463073852295409,0.399201596806387,0.0479041916167665,0.0718562874251497,4.38251585685465e-11,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,4,61,0.00530078719544189,0.184,0.1285140562249,0.368,0.257028112449799,0.774998925925919,TRUE,TRUE,FALSE,FALSE,FALSE
500,0.5,4,61,0.154373613825908,0.530938123752495,0.558882235528942,1,1,0.990755094648111,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,61,0.0802167371589404,0.0958083832335329,0.151696606786427,0.191616766467066,0.303393213572854,0.999214185073659,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,4,61,0.00605758640636307,0.347305389221557,0.311377245508982,0.287425149700599,0.263473053892216,0.989195348790977,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,4,61,0.606052781081619,0.606786427145709,0.721442885771543,1,1,0.799758231409529,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,4,61,3.68685679547139e-50,0.00400801603206413,0.004,0.00801603206412826,0.008,4.48130242631864e-19,TRUE,TRUE,TRUE,TRUE,TRUE
200,0.5,8,61,0.000242684688817301,0.542914171656687,0.582834331337325,0.351297405189621,0.343313373253493,1.28137933206407e-06,TRUE,TRUE,FALSE,FALSE,TRUE
500,0.5,8,61,0.880261869433455,0.578842315369261,0.682634730538922,1,0.870259481037924,0.999084556464539,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,8,61,0.526067889760294,NA,NA,0.0588235294117647,0.0547945205479452,0.999641286785437,TRUE,FALSE,NA,NA,FALSE
500,2,8,61,5.73818589668443e-36,0.602794411177645,0.702594810379242,0.183632734530938,0.295409181636727,6.5837873567375e-11,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,8,61,0.512315237997505,0.830339321357285,0.974051896207585,1,1,0.976319623398846,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,8,61,1.05737290613207e-84,0.00399201596806387,0.00399201596806387,0.00798403193612774,0.00798403193612774,5.80204560995581e-07,TRUE,TRUE,TRUE,TRUE,TRUE
200,0.5,2,62,0.379987940215497,NA,NA,0.0677966101694915,0.0169491525423729,0.842298231228691,TRUE,FALSE,NA,NA,FALSE
500,0.5,2,62,0.530121689640573,0.487025948103792,0.479041916167665,0.343313373253493,0.231536926147705,0.911210239603313,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,62,0.096915379076863,NA,NA,0.0285714285714286,0.03125,0.778472712182412,TRUE,FALSE,NA,NA,FALSE
500,2,2,62,0.140096511345404,0.00399201596806387,0.00798403193612774,0.00798403193612774,0.0159680638722555,0.69285997235002,TRUE,FALSE,TRUE,TRUE,FALSE
200,8,2,62,8.23572805231052e-11,0.982035928143713,0.846307385229541,0.31936127744511,0.335329341317365,5.33930489604484e-07,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,2,62,0.509213488221063,0.0518962075848303,0.063872255489022,0.103792415169661,0.127744510978044,0.99888895103433,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,4,62,0.0741118677605719,0.778443113772455,0.93812375249501,0.487025948103792,0.479041916167665,0.996250681743552,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,62,0.374821628483912,0.435129740518962,0.44311377245509,0.870259481037924,0.88622754491018,0.997704727587045,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,62,0.452279846958124,0.12375249500998,0.12375249500998,0.24750499001996,0.24750499001996,0.999660021070336,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,4,62,0.303610651442597,0.674650698602794,0.582834331337325,1,1,0.779790391562716,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,4,62,0.904458788394458,0.435129740518962,0.530938123752495,0.870259481037924,1,0.987885645980475,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,4,62,1.09402485498474e-42,0.0439121756487026,0.0518962075848303,0.00798403193612774,0.00798403193612774,1.78817238284539e-27,TRUE,TRUE,TRUE,FALSE,TRUE
200,0.5,8,62,0.789718623980165,0.594810379241517,0.56686626746507,1,0.934131736526946,0.988207597624235,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,8,62,0.312688544224809,NA,NA,0.571428571428571,0.2,0.998998688619767,TRUE,FALSE,NA,NA,FALSE
200,2,8,62,0.68216775211124,0.0598802395209581,0.0838323353293413,0.119760479041916,0.167664670658683,0.996697739738169,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,8,62,0.36066501585527,0.00399201596806387,0.00399201596806387,0.00798403193612774,0.00798403193612774,0.804471705049069,TRUE,FALSE,TRUE,TRUE,FALSE
200,8,8,62,3.32632860503425e-37,0.00399201596806387,0.00399201596806387,0.00798403193612774,0.00798403193612774,0.000150971456423612,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,8,62,1.52137894800557e-10,0.403193612774451,0.363273453093812,0.463073852295409,0.510978043912176,0.0017156359516797,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,2,63,0.126871687841205,0.0598802395209581,0.0558882235528942,0.119760479041916,0.111776447105788,0.978745888400945,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,63,0.274762555779127,0.946107784431138,0.954091816367265,0.127744510978044,0.111776447105788,0.998650394820583,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,63,0.000110695180951683,0.467065868263473,0.514970059880239,0.934131736526946,1,0.471065338257654,TRUE,TRUE,FALSE,FALSE,FALSE
500,2,2,63,4.24532667005672e-07,0.926147704590818,0.970059880239521,0.0399201596806387,0.0399201596806387,0.637756425686129,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,2,63,3.07788254681928e-08,0.0119760479041916,0.00399201596806387,0.0239520958083832,0.00798403193612774,1.36464855801829e-06,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,2,63,5.7739771220298e-21,0.0119760479041916,0.00798403193612774,0.0239520958083832,0.0159680638722555,5.9416762096174e-05,TRUE,TRUE,TRUE,TRUE,TRUE
200,0.5,4,63,0.810041275299149,NA,NA,0.177777777777778,1,0.746408632353561,TRUE,FALSE,NA,NA,FALSE
500,0.5,4,63,0.919218409923745,0.159680638722555,0.155688622754491,0.31936127744511,0.311377245508982,0.902231327459667,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,63,0.771901153414157,0.031936127744511,0.0479041916167665,0.063872255489022,0.0958083832335329,0.439395763123952,TRUE,FALSE,TRUE,TRUE,FALSE
500,2,4,63,0.00101532833659103,0.649298597194389,0.498993963782696,1,0.997987927565392,0.727577060468862,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,4,63,7.91215311174022e-22,0.107784431137725,0.131736526946108,0.0798403193612774,0.135728542914172,5.33020721034589e-09,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,4,63,2.87833117246547e-23,0.0119760479041916,0.0159680638722555,0.00798403193612774,0.0159680638722555,6.02104285130723e-13,TRUE,TRUE,TRUE,TRUE,TRUE
200,0.5,8,63,0.20128648270619,0.0159680638722555,0.0399201596806387,0.031936127744511,0.0798403193612774,0.0035726316371005,TRUE,FALSE,TRUE,TRUE,TRUE
500,0.5,8,63,0.479421058858965,0.56686626746507,0.594810379241517,1,1,0.818016245247993,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,8,63,0.0737012853992451,0.602794411177645,0.794411177644711,1,1,0.998471730383341,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,8,63,0.368622331487432,0.606786427145709,0.471057884231537,1,0.942115768463074,0.174674886256397,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,8,63,1.91038446271738e-15,0.031936127744511,0.0199600798403194,0.063872255489022,0.0399201596806387,3.28989438140047e-06,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,8,63,0.843528933971016,0.419161676646707,0.483033932135729,0.694610778443114,0.526946107784431,0.998620414557707,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,2,64,0.070303153472831,0.798403193612774,0.838323353293413,0.766467065868264,0.574850299401198,0.999123062714116,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,64,0.699884033305889,0.826347305389222,0.826347305389222,0.383233532934132,0.343313373253493,0.714756122653063,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,64,0.878494564950691,0.0239520958083832,0.00798403193612774,0.0479041916167665,0.0159680638722555,0.87149275393699,TRUE,FALSE,TRUE,TRUE,FALSE
500,2,2,64,0.223216544439243,0.0718562874251497,0.0758483033932136,0.143712574850299,0.151696606786427,0.94072239708994,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,2,64,0.588960507133641,0.786427145708583,0.802395209580838,0.255489021956088,0.295409181636727,0.999140444346134,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,64,0.0644656597782959,0.155688622754491,0.19560878243513,0.311377245508982,0.391217564870259,0.998882465878245,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,4,64,0.292013535232856,0.0439121756487026,0.0918163672654691,0.0878243512974052,0.183632734530938,0.995092622605712,TRUE,FALSE,TRUE,FALSE,FALSE
500,0.5,4,64,0.405150582163205,0.954091816367265,0.978043912175649,0.463073852295409,0.383233532934132,0.999669533243598,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,64,0.206295371604477,0.630738522954092,0.542914171656687,0.135728542914172,0.0878243512974052,0.530942552965323,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,4,64,0.0658382282104668,0.183632734530938,0.199600798403194,0.367265469061876,0.399201596806387,0.706093610095046,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,4,64,5.1397002344787e-17,0.822355289421158,0.882235528942116,0.311377245508982,0.24750499001996,0.131885980756915,TRUE,TRUE,FALSE,FALSE,FALSE
500,8,4,64,5.0414936673486e-24,0.922155688622755,0.982035928143713,0.0878243512974052,0.127744510978044,0.00269785418345304,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,8,64,0.000578782980533315,0.280561122244489,0.281124497991968,0.561122244488978,0.562248995983936,0.999277716457438,TRUE,TRUE,FALSE,FALSE,FALSE
500,0.5,8,64,5.76732685925739e-05,0.0439121756487026,0.0239520958083832,0.0878243512974052,0.0479041916167665,5.79405955427336e-09,TRUE,TRUE,TRUE,TRUE,TRUE
200,2,8,64,0.443329541196143,0.786427145708583,0.678642714570858,1,1,0.00146093278470375,TRUE,FALSE,FALSE,FALSE,TRUE
500,2,8,64,0.0414408397204065,0.163672654690619,0.183632734530938,0.327345309381238,0.239520958083832,0.802757764602804,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,8,64,0.222483537584224,0.0199600798403194,0.0399201596806387,0.0399201596806387,0.0798403193612774,0.0113759641782879,TRUE,FALSE,TRUE,TRUE,TRUE
500,8,8,64,1.22577920311818e-61,0.004,0.00399201596806387,0.008,0.00798403193612774,1.20903820380457e-11,TRUE,TRUE,TRUE,TRUE,TRUE
200,0.5,2,65,0.16838919080123,0.241448692152918,0.236472945891784,0.482897384305835,0.472945891783567,0.841178232116779,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,65,0.0701947661968787,0.646706586826347,0.726546906187625,0.614770459081836,0.598802395209581,0.997310742106065,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,65,0.134150581177522,0.694610778443114,0.726546906187625,1,1,0.999005296058028,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,2,65,0.000206854244422791,0.806387225548902,0.994011976047904,0.0159680638722555,0.0399201596806387,0.124745216695741,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,2,65,0.943893812369695,0.243512974051896,0.243512974051896,0.487025948103792,0.487025948103792,0.99772058712599,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,65,0.399334790699752,0.0239520958083832,0.0159680638722555,0.0479041916167665,0.031936127744511,0.244230562280789,TRUE,FALSE,TRUE,TRUE,FALSE
200,0.5,4,65,0.00116468751151133,0.766467065868264,0.570858283433134,1,1,0.00161008691593229,TRUE,TRUE,FALSE,FALSE,TRUE
